,Player,No. of Championships,mvp_count,WS/48,PPG,fmvp_count,G,MPG,RPG,APG,PER,BPM,VORP,No. of All Star Selections,All_NBA,SPG,BPG,midpoint,scaled_championships,scaled_reg_mvp,scaled_per,scaled_vorp,scaled_bpm,scaled_ws,scaled_all_star,scaled_ppg,scaled_gp,scaled_mpg,scaled_rpg,scaled_apg,scaled_fin_mvp,scaled_anba,scaled_spg,scaled_bpg,GOAT_SCORE
218,Tree Rollins,0.0,0.0,0.1276,0.0,0.0,1156.0,0.0,0.0,0.0,0.0,1.1,18.82,0.0,0.0,0.0,2.2,1986.5,0.0,0.0,0.0,0.14124887421194834,0.11930585683297179,0.50938123752495,0.0,0.0,0.7175667287399131,0.0,0.0,0.0,0.0,0.0,0.0,0.6285714285714286,11.953838523004448
219,Greg Monroe,0.0,0.0,0.1365,0.0,0.0,0.0,0.0,8.27,0.0,20.08,1.44,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.7194553923324973,0.0,0.15618221258134488,0.5449101796407185,0.0,0.0,0.0,0.0,0.5975433526011561,0.0,0.0,0.0,0.0,0.0,11.936889177594633
220,Danny Ainge,2.0,0.0,0.0,0.0,0.0,1042.0,0.0,0.0,4.03,0.0,1.13,21.93,1.0,0.0,0.0,0.0,1988.5,0.2857142857142857,0.0,0.0,0.1645902131492044,0.12255965292841646,0.0,0.05263157894736842,0.0,0.6468032278088144,0.0,0.0,0.36014298480786416,0.0,0.0,0.0,0.0,11.7501940315398
221,Joe Johnson,0.0,0.0,0.0,15.99,0.0,1276.0,34.67,0.0,3.92,0.0,0.0,26.44,7.0,1.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.19843890723506455,0.0,0.0,0.3684210526315789,0.5308764940239044,0.792054624456859,0.8431420233463035,0.0,0.35031277926720283,0.0,0.06666666666666667,0.0,0.0,11.601050615992579
222,Bernard King,0.0,0.0,0.0,22.49,0.0,0.0,33.66,0.0,0.0,19.18,1.66,27.03,4.0,4.0,0.0,0.0,1985.5,0.0,0.0,0.6872088857040488,0.20286700690483336,0.18004338394793923,0.0,0.21052631578947367,0.74667994687915,0.0,0.818579766536965,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,11.575369813086702
223,Shane Battier,2.0,0.0,0.0,0.0,0.0,977.0,0.0,0.0,0.0,0.0,1.72,28.15,0.0,0.0,0.0,0.93,2008.0,0.2857142857142857,0.0,0.0,0.21127289102371657,0.18655097613882862,0.0,0.0,0.0,0.606455617628802,0.0,0.0,0.0,0.0,0.0,0.0,0.26571428571428574,11.571404086412231
224,Sam Perkins,0.0,0.0,0.1382,0.0,0.0,1286.0,0.0,0.0,0.0,0.0,1.15,29.07,0.0,0.0,0.0,0.73,1993.0,0.0,0.0,0.0,0.21817772440708494,0.12472885032537959,0.5516966067864271,0.0,0.0,0.798261949099938,0.0,0.0,0.0,0.0,0.0,0.0,0.20857142857142855,11.541079734438226
225,Corey Maggette,0.0,0.0,0.1278,15.96,0.0,0.0,0.0,0.0,0.0,17.88,0.0,0.0,0.0,0.0,0.0,0.0,2006.5,0.0,0.0,0.6406305983518452,0.0,0.0,0.5101796407185628,0.0,0.5298804780876494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.487304863024296
226,Luc Longley,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27714285714285714,11.444771428571428
227,John Beasley,0.0,0.0,0.1306,0.0,0.0,0.0,0.0,8.41,0.0,19.59,0.0,0.0,3.0,2.0,0.0,0.0,3000.0,0.0,0.0,0.7018989609458975,0.0,0.0,0.5213572854291416,0.15789473684210525,0.0,0.0,0.0,0.6076589595375723,0.0,0.0,0.13333333333333333,0.0,0.0,11.391236477917973
228,Zach Randolph,0.0,0.0,0.0,16.65,0.0,1116.0,0.0,9.15,0.0,19.33,0.0,18.78,2.0,1.0,0.0,0.0,2010.0,0.0,0.0,0.6925833034754568,0.14094866406484538,0.0,0.0,0.10526315789473684,0.5527888446215139,0.6927374301675978,0.0,0.6611271676300579,0.0,0.0,0.06666666666666667,0.0,0.0,11.283084707850941
229,Rudy Gay,0.0,0.0,0.0,17.11,0.0,939.0,33.2,0.0,0.0,0.0,0.0,21.62,0.0,0.0,1.21,0.76,3000.0,0.0,0.0,0.0,0.1622635845091564,0.0,0.0,0.0,0.5680610889774236,0.5828677839851024,0.8073929961089495,0.0,0.0,0.0,0.0,0.44649446494464945,0.21714285714285714,11.213944045856701
230,Rod Strickland,0.0,0.0,0.0,0.0,0.0,1094.0,0.0,0.0,7.3,17.98,2.31,36.58,0.0,1.0,1.48,0.0,1997.0,0.0,0.0,0.644213543532784,0.27454217952566795,0.25054229934924077,0.0,0.0,0.0,0.6790813159528243,0.0,0.0,0.6523681858802503,0.0,0.06666666666666667,0.5461254612546126,0.0,11.091369358982783
231,Jason Terry,1.0,0.0,0.0,0.0,0.0,1410.0,0.0,0.0,3.84,0.0,1.53,37.4,0.0,0.0,1.14,0.0,2009.0,0.14285714285714285,0.0,0.0,0.28069648754127885,0.16594360086767895,0.0,0.0,0.0,0.8752327746741154,0.0,0.0,0.34316353887399464,0.0,0.0,0.4206642066420664,0.0,11.037606173775984
232,Norm Nixon,0.0,0.0,0.0,15.71,0.0,0.0,35.48,0.0,8.32,0.0,0.0,0.0,2.0,0.0,1.55,0.0,1983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5215803452855245,0.0,0.86284046692607,0.0,0.743521000893655,0.0,0.0,0.5719557195571956,0.0,11.0022802991042
233,Bob Netolicky,0.0,0.0,0.0,15.98,0.0,0.0,33.26,8.93,0.0,17.39,0.0,0.0,4.0,1.0,0.0,0.0,3000.0,0.0,0.0,0.6230741669652455,0.0,0.0,0.0,0.21052631578947367,0.5305444887118194,0.0,0.808852140077821,0.6452312138728324,0.0,0.0,0.06666666666666667,0.0,0.0,10.943878227385287
234,Donald Sidle,0.0,0.0,0.1293,0.0,0.0,0.0,0.0,7.97,0.0,17.82,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.638480831243282,0.0,0.0,0.5161676646706587,0.0,0.0,0.0,0.0,0.5758670520231214,0.0,0.0,0.0,0.0,0.0,10.64192506774775
235,Bob Harrison,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.542706766917293
236,B.J. Armstrong,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1995.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.542706766917293
237,Stacey King,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
238,Gene Conley,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
239,John Paxson,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
240,Shaun Livingston,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
241,James Jones,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
242,Gerald Henderson,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
243,Bruce Bowen,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
244,Randy Brown,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
245,Jud Buechler,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
246,Scott Williams,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
247,Patrick McCaw,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
248,Udonis Haslem,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
249,Devean George,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444285714285714
250,Louie Dampier,0.0,0.0,0.0,15.92,0.0,960.0,33.54,0.0,4.88,0.0,0.0,0.0,7.0,4.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.5285524568393094,0.595903165735568,0.8156614785992218,0.0,0.4361036639857015,0.0,0.26666666666666666,0.0,0.0,10.428065818031733
251,Andre Miller,0.0,0.0,0.0,0.0,0.0,1304.0,0.0,0.0,6.54,17.43,1.28,33.33,0.0,0.0,1.19,0.0,2008.0,0.0,0.0,0.624507345037621,0.25015010507355145,0.1388286334056399,0.0,0.0,0.0,0.8094351334574799,0.0,0.0,0.5844504021447721,0.0,0.0,0.43911439114391143,0.0,10.33662366206035
252,Mike Miller,2.0,0.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.84,19.84,0.0,0.0,0.0,0.0,2009.0,0.2857142857142857,0.0,0.0,0.14890423296307415,0.09110629067245118,0.0,0.0,0.0,0.6405959031657356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.156246975027825
253,Monta Ellis,0.0,0.0,0.0,17.84,0.0,0.0,34.83,0.0,4.63,0.0,0.0,0.0,0.0,0.0,1.69,0.0,2011.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5922974767596281,0.0,0.8470330739299611,0.0,0.4137622877569258,0.0,0.0,0.6236162361623616,0.0,10.143283637160089
254,Gordon Hayward,0.0,0.0,0.1301,0.0,0.0,0.0,0.0,0.0,0.0,17.55,2.22,20.76,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.6288068792547474,0.1558090663464425,0.24078091106290672,0.5193612774451097,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.119930909802386
255,Steve Mix,0.0,0.0,0.1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,17.13,1.0,0.0,1.22,0.0,3000.0,0.0,0.0,0.0,0.12856499549684777,0.1984815618221258,0.5864271457085828,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45018450184501846,0.0,9.990295075441152
256,Rajon Rondo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0.0,1.35,22.87,4.0,1.0,1.66,0.0,3000.0,0.14285714285714285,0.0,0.0,0.17164515160612429,0.14642082429501083,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.7381590705987489,0.0,0.06666666666666667,0.6125461254612545,0.0,9.940460671288665
257,Joe Barry Carroll,0.0,0.0,0.0,17.67,0.0,0.0,32.39,7.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.59,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.5866533864541833,0.0,0.7876945525291829,0.5541907514450868,0.0,0.0,0.0,0.0,0.4542857142857143,9.891323528151714
258,Victor Oladipo,0.0,0.0,0.0,17.37,0.0,0.0,33.0,0.0,3.92,0.0,0.0,0.0,2.0,1.0,1.67,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5766932270916335,0.0,0.8025291828793775,0.0,0.35031277926720283,0.0,0.06666666666666667,0.6162361623616236,0.0,9.857763935534585
259,DeMar DeRozan,0.0,0.0,0.0,20.03,0.0,0.0,34.15,0.0,0.0,18.16,0.0,0.0,4.0,2.0,0.0,0.0,3000.0,0.0,0.0,0.6506628448584737,0.0,0.0,0.0,0.21052631578947367,0.6650066401062417,0.0,0.8304961089494163,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,9.57434525466351
260,Mike Bibby,0.0,0.0,0.0,0.0,0.0,1001.0,33.93,0.0,5.51,0.0,0.77,23.75,0.0,0.0,1.17,0.0,2005.5,0.0,0.0,0.0,0.17824977484238966,0.08351409978308025,0.0,0.0,0.0,0.6213531967721911,0.8251459143968871,0.0,0.4924039320822162,0.0,0.0,0.4317343173431734,0.0,9.518674291621505
261,Rolando Blackman,0.0,0.0,0.0,17.98,0.0,980.0,32.74,0.0,0.0,0.0,0.0,19.78,4.0,0.0,0.0,0.0,1988.0,0.0,0.0,0.0,0.1484539177424197,0.0,0.0,0.21052631578947367,0.5969455511288181,0.6083178150217257,0.7962062256809339,0.0,0.0,0.0,0.0,0.0,0.0,9.37561478394413
262,Jim Eakins,0.0,0.0,0.145,0.0,0.0,0.0,0.0,7.27,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.10737527114967461,0.5788423153692615,0.05263157894736842,0.0,0.0,0.0,0.5252890173410405,0.0,0.0,0.0,0.0,0.0,9.363831550551643
263,Danny Green,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,17.93,0.0,0.0,0.0,0.79,3000.0,0.2857142857142857,0.0,0.0,0.13456919843890722,0.2299349240780911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2257142857142857,9.115415843923099
264,Levern Tart,0.0,0.0,0.0,19.4,0.0,0.0,33.84,0.0,0.0,17.01,0.0,0.0,2.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.6094589752776783,0.0,0.0,0.0,0.10526315789473684,0.644090305444887,0.0,0.8229571984435798,0.0,0.0,0.0,0.0,0.0,0.0,9.037101353622724
265,Eddie Johnson,0.0,0.0,0.0,16.02,0.0,1199.0,0.0,0.0,5.09,0.0,0.0,0.0,2.0,0.0,1.13,0.0,1990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5318725099601593,0.7442582247051521,0.0,0.0,0.4548704200178731,0.0,0.0,0.4169741697416974,0.0,9.030734221656104
266,Eddie Johnson,0.0,0.0,0.0,16.02,0.0,1199.0,0.0,0.0,5.09,0.0,0.0,0.0,2.0,0.0,1.13,0.0,1982.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5318725099601593,0.7442582247051521,0.0,0.0,0.4548704200178731,0.0,0.0,0.4169741697416974,0.0,9.030734221656104
267,Jermaine O'Neal,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,7.18,0.0,17.89,0.0,0.0,6.0,3.0,0.0,1.8,2005.5,0.0,0.0,0.6409888928699392,0.0,0.0,0.0,0.3157894736842105,0.0,0.62756052141527,0.0,0.5187861271676301,0.0,0.0,0.2,0.0,0.5142857142857142,9.003838382577847
268,Anderson Varejão,0.0,0.0,0.148,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.590818363273453,0.0,0.0,0.0,0.0,0.5195086705202313,0.0,0.0,0.0,0.0,0.0,8.994787578023145
269,Mark Jackson,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,7.97,0.0,1.8,37.52,1.0,0.0,1.24,0.0,1996.0,0.0,0.0,0.0,0.2815971179825878,0.1952277657266811,0.0,0.05263157894736842,0.0,0.8044692737430168,0.0,0.0,0.7122430741733691,0.0,0.0,0.4575645756457565,0.0,8.97550806990393
270,Reggie Lewis,0.0,0.0,0.0,17.56,0.0,0.0,32.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.26,0.93,1990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.5830013280212483,0.0,0.793044747081712,0.0,0.0,0.0,0.0,0.46494464944649444,0.26571428571428574,8.887118835566818
271,Jason Richardson,0.0,0.0,0.0,17.09,0.0,0.0,34.12,0.0,0.0,0.0,1.23,23.82,0.0,0.0,1.16,0.0,2008.5,0.0,0.0,0.0,0.17877514259981986,0.1334056399132321,0.0,0.0,0.5673970783532536,0.0,0.8297665369649805,0.0,0.0,0.0,0.0,0.4280442804428044,0.0,8.886520044577354
272,Hot Rod Williams,0.0,0.0,0.1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.94,0.0,0.0,0.0,1.64,1993.0,0.0,0.0,0.0,0.14965475833083158,0.10845986984815617,0.5129740518962076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4685714285714285,8.820160867909044
273,Tyreke Evans,0.0,0.0,0.0,15.74,0.0,0.0,0.0,0.0,4.8,17.1,0.83,0.0,0.0,0.0,1.24,0.0,3000.0,0.0,0.0,0.6126836259405232,0.0,0.09002169197396961,0.0,0.0,0.5225763612217795,0.0,0.0,0.0,0.4289544235924933,0.0,0.0,0.4575645756457565,0.0,8.726592781287108
274,Jeff Malone,0.0,0.0,0.0,19.04,0.0,905.0,32.77,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.6321381142098274,0.5617628801986344,0.7969357976653697,0.0,0.0,0.0,0.0,0.0,0.0,8.667003296495638
275,Byron Beck,0.0,0.0,0.1374,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.548502994011976,0.10526315789473684,0.0,0.0,0.0,0.508670520231214,0.0,0.0,0.0,0.0,0.0,8.64260376114215
276,Dave Robisch,0.0,0.0,0.1352,0.0,0.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.5397205588822355,0.0,0.0,0.5772811918063314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.587617836951795
277,Trevor Ariza,1.0,0.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,0.0,21.76,0.0,0.0,1.49,0.0,3000.0,0.14285714285714285,0.0,0.0,0.1633143200240168,0.0,0.0,0.0,0.0,0.6604593420235878,0.0,0.0,0.0,0.0,0.0,0.5498154981549815,0.0,8.449884298961347
278,Mickey Johnson,0.0,0.0,0.0,0.0,0.0,904.0,0.0,7.15,0.0,16.88,0.8,17.72,0.0,0.0,1.13,0.0,1980.5,0.0,0.0,0.6048011465424579,0.13299309516661662,0.08676789587852494,0.0,0.0,0.0,0.5611421477343265,0.0,0.5166184971098267,0.0,0.0,0.0,0.4169741697416974,0.0,8.422135725601409
279,Richard Hamilton,0.0,0.0,0.0,17.06,0.0,921.0,32.09,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2006.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.5664010624169986,0.5716945996275605,0.780398832684825,0.0,0.0,0.0,0.0,0.0,0.0,8.370822440574322
280,Warren Jabali,0.0,0.0,0.0,17.15,0.0,0.0,34.15,0.0,5.34,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.5693891102257636,0.0,0.8304961089494163,0.0,0.4772117962466488,0.0,0.06666666666666667,0.0,0.0,8.347864329957416
281,Derek Harper,0.0,0.0,0.0,0.0,0.0,1199.0,0.0,0.0,5.49,0.0,1.75,35.74,0.0,0.0,1.63,0.0,1991.5,0.0,0.0,0.0,0.26823776643650554,0.1898047722342733,0.0,0.0,0.0,0.7442582247051521,0.0,0.0,0.4906166219839142,0.0,0.0,0.6014760147601476,0.0,8.31024272675342
282,Jerome Kersey,1.0,0.0,0.0,0.0,0.0,1153.0,0.0,0.0,0.0,0.0,0.0,19.28,0.0,0.0,1.25,0.0,1993.0,0.14285714285714285,0.0,0.0,0.14470129090363254,0.0,0.0,0.0,0.0,0.7157045313469894,0.0,0.0,0.0,0.0,0.0,0.46125461254612543,0.0,8.261304818499047
283,Jamal Mashburn,0.0,0.0,0.0,19.06,0.0,0.0,37.25,0.0,3.95,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.6328021248339972,0.0,0.9058852140077821,0.0,0.352993744414656,0.0,0.06666666666666667,0.0,0.0,8.233978076600325
284,David Wesley,0.0,0.0,0.0,0.0,0.0,949.0,31.9,0.0,4.38,0.0,0.0,0.0,0.0,0.0,1.35,0.0,2000.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5890751086281812,0.7757782101167315,0.0,0.3914209115281501,0.0,0.0,0.4981549815498155,0.0,8.138489454680592
285,George Hill,0.0,0.0,0.1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,18.87,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.14162413689582706,0.15835140997830802,0.5768463073852295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.051908261020092
286,Marvin Barnes,0.0,0.0,0.0,15.98,0.0,0.0,0.0,9.12,0.0,18.05,0.0,0.0,2.0,1.0,0.0,0.0,3000.0,0.0,0.0,0.6467216051594411,0.0,0.0,0.0,0.10526315789473684,0.5305444887118194,0.0,0.0,0.6589595375722543,0.0,0.0,0.06666666666666667,0.0,0.0,7.963425243168806
287,Amir Johnson,0.0,0.0,0.1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,3000.0,0.0,0.0,0.0,0.0,0.0,0.5780439121756488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27428571428571424,7.955600570287996
288,Don Buse,0.0,0.0,0.0,0.0,0.0,966.0,0.0,0.0,4.58,0.0,1.68,22.96,2.0,1.0,2.04,0.0,1981.0,0.0,0.0,0.0,0.17232062443710597,0.18221258134490237,0.0,0.10526315789473684,0.0,0.5996275605214153,0.0,0.0,0.4092940125111707,0.0,0.06666666666666667,0.7527675276752768,0.0,7.879676624038513
289,Andrew Bogut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0.0,0.0,1.18,0.0,0.0,1.0,0.0,1.55,2012.5,0.14285714285714285,0.0,0.0,0.0,0.12798264642082427,0.0,0.0,0.0,0.0,0.0,0.6257225433526012,0.0,0.0,0.06666666666666667,0.0,0.44285714285714284,7.8306975510101715
290,Cuttino Mobley,0.0,0.0,0.0,16.02,0.0,0.0,36.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318725099601593,0.0,0.8990758754863813,0.0,0.0,0.0,0.0,0.4354243542435424,0.0,7.817306785500324
291,Antonio McDyess,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,7.53,0.0,17.19,0.0,0.0,1.0,1.0,0.0,1.09,2003.5,0.0,0.0,0.6159082766033681,0.0,0.0,0.0,0.05263157894736842,0.0,0.6300434512725015,0.0,0.5440751445086706,0.0,0.0,0.06666666666666667,0.0,0.31142857142857144,7.743629701393115
292,Ron Boone,0.0,0.0,0.0,16.75,0.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.32,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.5561088977423638,0.6461824953445066,0.0,0.0,0.0,0.0,0.13333333333333333,0.4870848708487085,0.0,7.6652335857507525
293,Darryl Dawkins,0.0,0.0,0.1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1982.5,0.0,0.0,0.0,0.0,0.0,0.5153692614770459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4028571428571428,7.664513886512688
294,Brian Taylor,0.0,0.0,0.0,0.0,0.0,0.0,31.86,0.0,4.12,0.0,1.43,0.0,2.0,1.0,2.06,0.0,3000.0,0.0,0.0,0.0,0.0,0.1550976138828633,0.0,0.10526315789473684,0.0,0.0,0.7748054474708171,0.0,0.3681858802502234,0.0,0.06666666666666667,0.7601476014760148,0.0,7.658381882614636
295,Cliff Robinson,0.0,0.0,0.0,17.21,0.0,0.0,0.0,8.33,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1986.0,0.0,0.0,0.6091006807595845,0.0,0.0,0.0,0.0,0.5713811420982736,0.0,0.0,0.601878612716763,0.0,0.0,0.0,0.0,0.0,7.630770931729453
296,World B. Free,0.0,0.0,0.0,20.27,0.0,0.0,0.0,0.0,0.0,18.78,1.24,22.01,1.0,1.0,0.0,0.0,1982.0,0.0,0.0,0.6728771049802938,0.1651906334434104,0.13449023861171366,0.0,0.05263157894736842,0.6729747675962815,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,7.4852865175945915
297,Rodney McCray,1.0,0.0,0.0,0.0,0.0,0.0,32.39,0.0,0.0,0.0,1.04,19.09,0.0,0.0,0.0,0.0,1988.5,0.14285714285714285,0.0,0.0,0.14327529270489342,0.11279826464208242,0.0,0.0,0.0,0.0,0.7876945525291829,0.0,0.0,0.0,0.0,0.0,0.0,7.264795861522321
