,Player,scaled_championships,scaled_reg_mvp,scaled_ws,scaled_ppg,scaled_fin_mvp,scaled_gp,scaled_mpg,scaled_rpg,scaled_apg,scaled_per,scaled_bpm,scaled_vorp,scaled_all_star,scaled_anba,GOAT SCORE,GOAT SCORE2
2,Bill Russell,1,0.8,0.542359462,0,0,0.087323944,0.752990852,0.972465582,0.067294751,0.187780773,0,0,0.611111111,0.714285714,0.564194584,0.633150498
0,Michael Jordan,0.375,0.8,1,1,1,0.24084507,0.469387755,0,0.200538358,1,1,0.852209112,0.722222222,0.714285714,0.645440218,0.629628758
1,Kareem Abdul-Jabbar,0.375,1,0.825019794,0.61973775,0.2,0.928169014,0.368050669,0.267209011,0,0.700808625,0.58816568,0.590732926,1,1,0.590358222,0.629459065
4,Wilt Chamberlain,0,0.6,0.980205859,0.996549344,0,0.202816901,1,1,0.091520861,0.840071878,0,0,0.666666667,0.642857143,0.45459329,0.555212406
3,LeBron James,0,0.6,0.873317498,0.7915804,0.4,0.502816901,0.480647431,0.032540676,0.488559892,0.964959569,0.966863905,1,0.833333333,1,0.491060433,0.489516108
5,Magic Johnson,0.25,0.4,0.797307997,0.26984127,0.4,0.007042254,0.358902182,0.020650814,1,0.658580413,0.801183432,0.541210921,0.611111111,0.642857143,0.425553416,0.433987451
6,Tim Duncan,0.25,0.2,0.672209026,0.234644582,0.4,0.691549296,0.171710063,0.245932416,0,0.668463612,0.575147929,0.637240548,0.777777778,1,0.358984925,0.361400876
14,Bob Pettit,0,0.2,0.701504355,0.740510697,0,0,0.503870514,0.582603254,0,0.769092543,0,0,0.555555556,0.714285714,0.267678085,0.339516605
7,Larry Bird,0,0.4,0.625494854,0.597653554,0.2,0,0.479239972,0.193366708,0.34858681,0.603773585,0.724260355,0.517698734,0.611111111,0.642857143,0.331643868,0.339329676
11,Sam Jones,0.875,0,0.460807601,0.142167012,0,0,0,0,0,0.170709793,0,0,0.222222222,0.142857143,0.289722274,0.337251837
8,Karl Malone,0,0.2,0.642121932,0.648033126,0,0.809859155,0.391977481,0.20212766,0,0.639712489,0.518343195,0.705365602,0.722222222,0.928571429,0.313994037,0.335019295
18,Oscar Robertson,0,0,0.654790182,0.693581781,0,0.195774648,0.746657284,0.036921151,0.773889637,0.574123989,0,0,0.611111111,0.714285714,0.251401835,0.31574888
9,Shaquille O'Neal,0.125,0,0.66429137,0.556245687,0.4,0.430985915,0.220971147,0.246558198,0,0.867026056,0.518343195,0.50279907,0.777777778,0.928571429,0.304851333,0.314887931
12,Chris Paul,0,0,0.946951702,0.195997239,0,0.157746479,0.232934553,0,0.769851952,0.7475292,0.807100592,0.589957799,0.5,0.5,0.276297565,0.308171876
13,David Robinson,0,0,0.997624703,0.374741201,0,0.121126761,0.220267417,0.233416771,0,0.844564241,0.79408284,0.558349841,0.5,0.642857143,0.267874622,0.30584174
10,Kobe Bryant,0.25,0,0.36658749,0.645962733,0.2,0.626760563,0.319493315,0,0.125168237,0.549865229,0.447337278,0.54267505,0.944444444,1,0.293754388,0.2928503
24,Jerry West,0,0,0.706254949,0.786749482,0,0.043661972,0.538353272,0,0.394347241,0.548966757,0,0,0.722222222,0.785714286,0.226357383,0.291738461
19,Moses Malone,0,0.4,0.393507522,0.324361629,0,0.78028169,0.168191414,0.334793492,0,0.469002695,0.100591716,0.241236758,0.666666667,0.5,0.248821593,0.282419577
16,John Havlicek,0.625,0,0.094220111,0.355417529,0,0.51971831,0.351864884,0,0.141318977,0.067385445,0,0,0.666666667,0.714285714,0.257277999,0.279473135
21,James Harden,0,0,0.804433888,0.652864044,0,0,0.192118227,0,0.34051144,0.716082659,0.723076923,0.399879425,0.388888889,0.357142857,0.245998381,0.277848099
15,Kevin Durant,0,0,0.737133808,0.786059351,0.2,0,0.371569317,0.009386733,0.047106326,0.756513926,0.706508876,0.446817673,0.5,0.571428571,0.258761636,0.275046045
22,Stephen Curry,0,0.2,0.65162312,0.542443064,0,0,0.192821956,0,0.383580081,0.633423181,0.662721893,0.289466885,0.277777778,0.357142857,0.245478832,0.273415455
20,Charles Barkley,0,0,0.729216152,0.449275362,0,0.242253521,0.356087262,0.299123905,0.022880215,0.705300988,0.634319527,0.545431057,0.555555556,0.714285714,0.248084084,0.273232284
25,Anthony Davis,0,0,0.753760887,0.580400276,0,0,0.207600281,0.21902378,0,0.963162624,0.655621302,0.177245715,0.333333333,0.142857143,0.226084091,0.269864354
31,Neil Johnston,0,0,0.927157561,0.261559696,0,0,0.27234342,0.277847309,0,0.709793351,0,0,0.277777778,0.285714286,0.190212262,0.269410596
17,John Stockton,0,0,0.669041964,0,0,0.849295775,0.011963406,0,0.908479139,0.453728661,0.717159763,0.769701145,0.5,0.714285714,0.252918122,0.257975186
23,Julius Erving,0,0,0.538400633,0.58868185,0,0.481690141,0.337790289,0.097622028,0.053835801,0.610961366,0.643786982,0.541899922,0.833333333,0.785714286,0.239701515,0.251166769
29,Tom Heinsohn,0.625,0,0.201108472,0.2084196,0,0,0,0.117647059,0,0.094339623,0,0,0.277777778,0.214285714,0.206607206,0.232540105
26,Dirk Nowitzki,0,0,0.543151227,0.352657005,0,0.874647887,0.15200563,0.040050063,0,0.50853549,0.446153846,0.582981655,0.722222222,0.785714286,0.216817308,0.23127693
32,Artis Gilmore,0,0,0.545526524,0.216701173,0,0.602816901,0.27304715,0.336670839,0,0.41509434,0.279289941,0.29713203,0.555555556,0.285714286,0.190031796,0.218812808
27,Hakeem Olajuwon,0,0,0.41567696,0.423740511,0.2,0.474647887,0.290640394,0.262828536,0,0.611859838,0.46035503,0.49323917,0.611111111,0.785714286,0.214822599,0.214664505
28,Kevin Garnett,0,0,0.45922407,0.151828847,0,0.790140845,0.204081633,0.195244055,0,0.528301887,0.572781065,0.686590302,0.777777778,0.571428571,0.20819181,0.208654483
33,Bob Cousy,0.375,0,0.114806017,0.188405797,0,0.032394366,0.259676284,0,0.507402423,0.267744834,0,0,0.666666667,0.785714286,0.183819905,0.206697028
39,Elgin Baylor,0,0,0.185273159,0.80952381,0,0,0.593947924,0.415519399,0.074024226,0.530997305,0,0,0.555555556,0.642857143,0.166353943,0.197429986
42,Dan Issel,0,0,0.452098179,0.47826087,0,0.446478873,0.191414497,0.139549437,0,0.412398922,0.178698225,0.14486263,0.333333333,0.285714286,0.161785476,0.1932437
30,Scottie Pippen,0.375,0,0.17418844,0.031055901,0,0.390140845,0.230119634,0,0.195154778,0.16621743,0.392899408,0.396606666,0.333333333,0.428571429,0.198477107,0.19300904
49,Dolph Schayes,0,0,0.538400633,0.198757764,0,0.133802817,0.198451795,0.323529412,0,0.46720575,0,0,0.611111111,0.785714286,0.143233505,0.192241766
35,Kawhi Leonard,0,0,0.754552652,0.202898551,0.2,0,0,0,0,0.5606469,0.714792899,0.16002067,0.166666667,0.142857143,0.172898306,0.192070189
41,Adrian Dantley,0,0,0.510688836,0.596273292,0,0.076056338,0.293455313,0,0,0.424977538,0.273372781,0.229179227,0.277777778,0.071428571,0.161884985,0.190063312
36,Damian Lillard,0,0,0.393507522,0.579710145,0,0,0.33286418,0,0.366083445,0.457322552,0.456804734,0.170269572,0.222222222,0.214285714,0.168418053,0.185934234
34,Russell Westbrook,0,0,0.289786223,0.525189786,0,0,0.21111893,0.010638298,0.612382234,0.607367475,0.482840237,0.301610542,0.444444444,0.5,0.175267561,0.183927976
54,Yao Ming,0,0,0.600950119,0.234644582,0,0,0.067558058,0.146433041,0,0.5606469,0.287573964,0.031177332,0.388888889,0.285714286,0.140322869,0.182232768
52,Paul Arizin,0,0,0.467933492,0.495514148,0,0,0.480647431,0.105757196,0,0.258760108,0,0,0.5,0.214285714,0.14063546,0.181357104
43,Rick Barry,0,0,0.300870942,0.631469979,0,0.167605634,0.408866995,0,0.146702557,0.382749326,0.263905325,0.065713547,0.611111111,0.642857143,0.157176489,0.178739549
40,Steve Nash,0,0.2,0.311955661,0,0,0.445070423,0,0,0.636608345,0.284815813,0.266272189,0.267849453,0.388888889,0.428571429,0.165836947,0.178658329
47,Frank Ramsey,0.5,0,0.23594616,0,0,0,0,0,0,0,0,0,0,0,0.150281512,0.173035986
38,Dwyane Wade,0,0,0.299287411,0.438233264,0,0.215492958,0.165376495,0,0.222072678,0.60197664,0.498224852,0.393333908,0.666666667,0.5,0.166469042,0.170881419
37,Clyde Drexler,0,0,0.389548694,0.331953071,0,0.26056338,0.209007741,0,0.253028264,0.385444744,0.550295858,0.457238825,0.5,0.285714286,0.168349366,0.169416228
44,K.C. Jones,0.625,0,0,0,0,0,0,0,0.072678331,0,0,0,0,0,0.155982756,0.165325791
46,Tom Sanders,0.625,0,0,0,0,0.021126761,0,0,0,0,0,0,0,0,0.153379401,0.162567782
50,Kevin Johnson,0,0,0.423594616,0.153899241,0,0,0.176636172,0,0.722745626,0.352201258,0.369230769,0.173456205,0.111111111,0.285714286,0.143221031,0.162196691
72,Ed Macauley,0,0,0.57165479,0.131124914,0,0,0.289936664,0.038798498,0,0.324348607,0,0,0.333333333,0.214285714,0.113613242,0.160022127
48,Robert Parish,0.125,0,0.239113222,0,0,1,0,0.138923655,0,0.219227314,0.088757396,0.202824907,0.444444444,0.071428571,0.144084826,0.159525927
56,George Gervin,0,0,0.258115598,0.652864044,0,0.223943662,0.140042224,0,0,0.413297394,0.210650888,0.198001895,0.611111111,0.571428571,0.139186055,0.154708074
62,Giannis Antetokounmpo,0,0,0.439429929,0.30089717,0,0,0.066150598,0.122027534,0.074024226,0.551662174,0.49112426,0.108690035,0.166666667,0.142857143,0.133343327,0.154321075
57,Bob Lanier,0,0,0.403008709,0.306418219,0,0.081690141,0.133004926,0.200250313,0,0.441150045,0.444970414,0.191714753,0.388888889,0,0.138040476,0.153590254
65,Dwight Howard,0,0,0.385589865,0.080745342,0,0.288732394,0.142153413,0.339173967,0,0.423180593,0.15739645,0.183618982,0.388888889,0.5,0.128036584,0.153103317
69,Walt Frazier,0,0,0.4101346,0.224982747,0,0,0.418015482,0,0.31628533,0.210242588,0,0,0.333333333,0.357142857,0.117559997,0.152573476
59,Kyrie Irving,0,0,0.324623911,0.469289165,0,0,0.15270936,0,0.261103634,0.490566038,0.444970414,0.104211524,0.277777778,0.071428571,0.13682932,0.152112659
61,Blake Griffin,0,0,0.33570863,0.416839199,0,0,0.228712175,0.12077597,0.088829071,0.469002695,0.360946746,0.126948583,0.277777778,0.285714286,0.133355584,0.151039257
67,Walt Bellamy,0,0,0.285827395,0.307108351,0,0.2,0.403940887,0.421777222,0,0.274932615,0,0,0.166666667,0,0.12119093,0.150432223
51,Reggie Miller,0,0,0.408551069,0.177363699,0,0.687323944,0.189303308,0,0,0.14195867,0.323076923,0.421496856,0.222222222,0.142857143,0.143220155,0.149386261
45,Allen Iverson,0,0,0.017418844,0.761214631,0,0.018309859,0.670654469,0,0.32166891,0.371967655,0.292307692,0.28016536,0.555555556,0.428571429,0.153494094,0.148661716
53,Dominique Wilkins,0,0,0.187648456,0.634920635,0,0.243661972,0.274454609,0,0,0.429469901,0.293491124,0.288433382,0.444444444,0.428571429,0.140572479,0.145642485
64,Pau Gasol,0,0,0.352335709,0.097308489,0,0.457746479,0.130190007,0.144555695,0,0.412398922,0.330177515,0.347601412,0.277777778,0.214285714,0.132247863,0.142323498
78,Bill Sharman,0.125,0,0.427553444,0.150448585,0,0,0.032371569,0,0,0.128481581,0,0,0.388888889,0.428571429,0.107670996,0.141533485
60,Patrick Ewing,0,0,0.200316706,0.369220152,0,0.397183099,0.191414497,0.181476846,0,0.380053908,0.252071006,0.283696495,0.555555556,0.428571429,0.134581529,0.140843466
55,Paul Pierce,0,0,0.259699129,0.278122843,0,0.622535211,0.18085855,0,0,0.265049416,0.344378698,0.417018345,0.5,0.214285714,0.139283955,0.138275011
87,George Yardley,0,0,0.425969913,0.246376812,0,0,0.127375088,0.127033792,0,0.334231806,0,0,0.277777778,0.071428571,0.099316967,0.136579892
74,Don Nelson,0.25,0,0.323832146,0,0,0.214084507,0,0,0,0,0,0,0,0,0.110758041,0.1362613
96,Harry Gallatin,0,0,0.460807601,0,0,0,0.020408163,0.311639549,0,0.42228212,0,0,0.333333333,0.071428571,0.094262527,0.134943814
93,Bailey Howell,0,0,0.44101346,0.212560386,0,0.069014085,0.045742435,0.185857322,0,0.209344115,0,0,0.277777778,0,0.09624977,0.131779391
76,Kevin Love,0,0,0.383214568,0.178743961,0,0,0.027445461,0.264705882,0,0.429469901,0.30887574,0.119369563,0.222222222,0.071428571,0.109455489,0.130019773
79,Jimmy Butler,0,0,0.501979414,0.095928226,0,0,0.104152006,0,0,0.317160827,0.404733728,0.10843166,0.222222222,0.071428571,0.107404156,0.129284989
66,Robert Horry\horryro01,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12185,0.12915
63,Gary Payton,0,0,0.190815519,0.04899931,0,0.611267606,0.260380014,0,0.398384926,0.188679245,0.294674556,0.391008526,0.444444444,0.571428571,0.132884988,0.128918276
70,Manu Ginóbili,0,0,0.522565321,0,0,0.21971831,0,0,0.004037685,0.309074573,0.500591716,0.262165188,0.055555556,0.071428571,0.114879617,0.128537143
91,Vern Mikkelsen,0.125,0,0.361836896,0,0,0,0.066150598,0.156445557,0,0.163522013,0,0,0.277777778,0.214285714,0.097207797,0.12728139
77,Dennis Rodman,0.25,0,0.200316706,0,0,0.014084507,0.004926108,0.388610763,0,0,0.014201183,0.033502713,0.055555556,0.071428571,0.108673379,0.124991651
92,Connie Hawkins,0,0,0.327790974,0.212560386,0,0,0.316678395,0.121401752,0.052489906,0.279424978,0.069822485,0,0.222222222,0.142857143,0.096766241,0.12436838
85,Kevin McHale,0,0,0.443388757,0.15320911,0,0.098591549,0,0.026282854,0,0.291105121,0.20591716,0.147790888,0.333333333,0,0.100479684,0.124228522
111,Clyde Lovellette,0,0,0.423594616,0.092477571,0,0,0,0.159574468,0,0.428571429,0,0,0.166666667,0,0.084494312,0.122556612
80,Chris Bosh,0,0,0.277909739,0.249827467,0,0,0.293455313,0.099499374,0,0.339622642,0.130177515,0.120661442,0.555555556,0,0.103078949,0.12227633
73,Elvin Hayes,0,0,0,0.36783989,0,0.566197183,0.477128783,0.349186483,0,0.085354897,0,0.037119972,0.611111111,0.357142857,0.11346612,0.120450382
68,Ray Allen,0,0,0.206650831,0.222222222,0,0.561971831,0.285714286,0,0,0.159928122,0.25443787,0.348376539,0.5,0.071428571,0.121021273,0.11995096
105,Amar'e Stoudemire,0,0,0.355502771,0.226363009,0,0,0,0.058197747,0,0.452830189,0.062721893,0.041512359,0.277777778,0.285714286,0.088385138,0.119136957
58,Jason Kidd,0,0,0.067300079,0,0,0.690140845,0.312456017,0,0.663526245,0.101527403,0.359763314,0.485057273,0.5,0.357142857,0.137508419,0.118724449
86,LaMarcus Aldridge,0,0,0.243072051,0.26984127,0,0.143661972,0.198451795,0.089486859,0,0.364779874,0.112426036,0.131168719,0.333333333,0.285714286,0.099694315,0.117433781
95,Jerry Lucas,0,0,0.180522565,0.091097308,0,0,0.504574243,0.544430538,0,0.1868823,0,0,0.333333333,0.285714286,0.095212171,0.115035599
81,Willis Reed,0,0,0.250197941,0.21463078,0.2,0,0.275158339,0.377346683,0,0.160826595,0,0,0.333333333,0.285714286,0.102714741,0.114540798
84,Chauncey Billups,0,0,0.406967538,0,0,0.2,0.004222379,0,0.220726783,0.18328841,0.29112426,0.227542847,0.222222222,0.142857143,0.100888273,0.114016456
90,Bob McAdoo,0,0,0.211401425,0.443064182,0,0,0.116819141,0.158948686,0,0.354896676,0.164497041,0.086297477,0.222222222,0.071428571,0.097389228,0.11268884
120,Zelmo Beaty,0,0,0.374505146,0.102139406,0,0,0.125967628,0.247809762,0,0.176999102,0,0,0.222222222,0.071428571,0.082122235,0.112294765
89,Marques Johnson,0,0,0.296120348,0.308488613,0,0,0.190007037,0.003754693,0,0.299191375,0.299408284,0.125312204,0.222222222,0.142857143,0.098503013,0.110954989
71,Tracy McGrady,0,0,0.222486144,0.273982057,0,0.052112676,0.076706545,0,0.091520861,0.480682839,0.524260355,0.331840496,0.333333333,0.428571429,0.114042265,0.109870479
97,David Thompson,0,0,0.255740301,0.485852312,0,0,0.083743842,0,0,0.281221923,0.184615385,0.035483593,0.222222222,0.142857143,0.092469575,0.109830738
103,Sidney Moncrief,0,0,0.499604117,0,0,0,0,0,0,0.171608266,0.343195266,0.137972612,0.222222222,0.285714286,0.089257593,0.108331128
83,George Mikan,0.25,0,0,0.517598344,0,0,0,0,0,0,0,0,0.166666667,0.357142857,0.101866201,0.107996636
94,Larry Nance,0,0,0.372921615,0.09799862,0,0.026760563,0.125263899,0.067584481,0,0.282120395,0.337278107,0.227026096,0.111111111,0,0.096107169,0.107119814
101,Brad Daugherty,0,0,0.253365004,0.229813665,0,0,0.349049965,0.164580726,0,0.185983827,0.170414201,0.035569718,0.222222222,0,0.091280412,0.107106996
117,Alonzo Mourning,0,0,0.329374505,0.100069013,0,0,0,0.100750939,0,0.400718778,0.169230769,0.090173112,0.333333333,0.071428571,0.082557986,0.104380921
122,Chet Walker,0,0,0.350752177,0.180814355,0,0.184507042,0.057002111,0.01126408,0,0.073674753,0,0,0.333333333,0,0.076769539,0.103237669
109,Billy Cunningham,0,0,0.129849565,0.383022774,0,0,0.230119634,0.215894869,0.071332436,0.292902066,0,0,0.222222222,0.285714286,0.084738824,0.103071281
75,Isiah Thomas,0,0,0,0.248447205,0,0.109859155,0.330049261,0,0.740242261,0.119496855,0.222485207,0.210662303,0.611111111,0.285714286,0.109840354,0.101863113
114,Mel Daniels,0,0,0.113222486,0.193236715,0,0,0.251231527,0.500625782,0,0.296495957,0,0,0.333333333,0.285714286,0.083350855,0.10068154
88,Carmelo Anthony,0,0,0,0.551414769,0,0.3,0.287825475,0,0,0.283917341,0.093491124,0.15984842,0.5,0.357142857,0.098971251,0.100562293
133,Cliff Hagan,0,0,0.362628662,0.144237405,0,0,0,0,0,0.271338724,0,0,0.277777778,0.071428571,0.069297052,0.099850208
124,Andre Drummond,0,0,0.255740301,0,0,0,0,0.433667084,0,0.475292004,0.084023669,0,0.055555556,0,0.074282668,0.099578409
82,Chris Webber,0,0,0.060174188,0.348516218,0,0,0.389162562,0.179599499,0.064602961,0.3737646,0.314792899,0.214882439,0.222222222,0.285714286,0.10216553,0.098441472
129,DeAndre Jordan,0,0,0.402216944,0,0,0,0,0.243429287,0,0.165318958,0.073372781,0.032124709,0,0.142857143,0.071170713,0.097973914
99,Jim Loscutoff\loscuji01,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913875,0.0968625
106,Dave Cowens,0,0,0.125890736,0.138716356,0,0,0.493314567,0.420525657,0.00538358,0.021563342,0.177514793,0.037292223,0.388888889,0.142857143,0.087830197,0.092468892
108,Slater Martin,0.25,0,0,0,0,0,0.30190007,0,0.064602961,0,0,0,0.333333333,0.285714286,0.086609594,0.091782912
104,Paul George,0,0,0.2304038,0.295376121,0,0,0.135116115,0,0,0.221922731,0.390532544,0.137369736,0.277777778,0.285714286,0.089155531,0.091704661
100,John Wall,0,0,0,0.231884058,0,0,0.300492611,0,0.734858681,0.238095238,0.210650888,0.05537852,0.222222222,0,0.091359562,0.091086739
115,Mark Price,0,0,0.269200317,0,0,0,0,0,0.401076716,0.255166217,0.349112426,0.120489191,0.166666667,0.214285714,0.083115801,0.090455054
119,Pete Maravich,0,0,0,0.594202899,0,0,0.377199156,0,0.222072678,0.143755615,0,0,0.222222222,0.214285714,0.082471322,0.090216633
112,Bobby Jones,0,0,0.406175772,0,0,0.056338028,0,0,0,0.123989218,0.421301775,0.205753165,0.222222222,0,0.083508127,0.09019135
137,John Drew,0,0,0.216152019,0.349206349,0,0,0,0,0,0.355795148,0.074556213,0.013693911,0.055555556,0,0.068105478,0.08827253
107,Shawn Marion,0,0,0.200316706,0,0,0.369014085,0.203377903,0.111389237,0,0.182389937,0.229585799,0.262509689,0.166666667,0.071428571,0.086775111,0.088024536
110,Wes Unseld,0,0,0.184481394,0,0,0.116901408,0.339197748,0.443053817,0.01615074,0,0.253254438,0.070622685,0.222222222,0,0.084494691,0.087682288
121,Dikembe Mutombo,0,0,0.224861441,0,0,0.415492958,0,0.214017522,0,0.038634322,0.106508876,0.145293256,0.388888889,0.142857143,0.077288752,0.08595542
102,Tim Hardaway,0,0,0.071258907,0.144927536,0,0,0.262491203,0,0.594885599,0.164420485,0.279289941,0.193437258,0.222222222,0.285714286,0.090626829,0.084993588
125,Elton Brand,0,0,0.209817894,0.01863354,0,0.221126761,0.099225897,0.102002503,0,0.335130279,0.173964497,0.173800706,0.055555556,0,0.0740324,0.083659603
113,Terry Porter,0,0,0.203483769,0,0,0.525352113,0,0,0.250336474,0.035938904,0.24852071,0.225389717,0.055555556,0,0.083442427,0.082542558
116,Alex English,0,0,0.022169438,0.403036577,0,0.411267606,0.022519353,0,0,0.277628032,0.143195266,0.181896477,0.388888889,0.142857143,0.082976115,0.081984879
146,Jimmy Jones,0,0,0.293745051,0.064872326,0,0,0.183673469,0,0.095558546,0.026055705,0.024852071,0,0.277777778,0.142857143,0.061624645,0.081966452
118,Stephon Marbury,0,0,0,0.250517598,0,0,0.429978888,0,0.523553163,0.176100629,0.124260355,0.116785807,0.055555556,0.071428571,0.082473905,0.081444503
98,Vince Carter,0,0,0.04354711,0.07384403,0,0.901408451,0,0,0,0.16621743,0.259171598,0.351218672,0.388888889,0.071428571,0.09200615,0.079511277
123,Kyle Lowry,0,0,0.255740301,0,0,0.009859155,0,0,0.32705249,0.142857143,0.293491124,0.179484971,0.277777778,0,0.075626269,0.07942104
168,Larry Foust,0,0,0.228820269,0,0,0,0,0.183354193,0,0.305480683,0,0,0.388888889,0.071428571,0.055551307,0.078129543
126,DeMarcus Cousins,0,0,0,0.387853692,0,0,0.02885292,0.246558198,0,0.504941599,0.222485207,0.034536216,0.166666667,0.071428571,0.072684727,0.076850402
136,Tiny Archibald,0,0,0.034045922,0.219461698,0,0,0.280084448,0,0.488559892,0.108715184,0,0,0.277777778,0.285714286,0.06858411,0.076774682
135,Tony Parker,0,0,0.121931908,0,0,0.497183099,0,0,0.248990579,0.131176999,0.040236686,0.111962794,0.277777778,0.214285714,0.06867607,0.076497246
131,Jack Sikma,0,0,0.173396675,0,0,0.290140845,0.125263899,0.178973717,0,0.045822102,0.142011834,0.171303075,0.333333333,0,0.070324073,0.073322458
144,Al Horford,0,0,0.264449723,0,0,0,0.075299085,0.085732165,0,0.172506739,0.237869822,0.140470244,0.222222222,0,0.064369903,0.072259963
132,George McGinnis,0,0,0.022961203,0.315389924,0,0,0.132301196,0.254067584,0,0.293800539,0.158579882,0.055120145,0.277777778,0.285714286,0.069370627,0.072255868
172,Tyson Chandler,0,0,0.243863816,0,0,0.364788732,0,0.13204005,0,0,0,0,0,0,0.054475443,0.07193901
128,Gilbert Arenas,0,0,0.024544735,0.347135956,0,0,0.244194229,0,0.203230148,0.250673854,0.210650888,0.044182241,0.111111111,0.142857143,0.07123111,0.071886721
148,Spencer Haywood,0,0,0.03087886,0.320220842,0,0,0.228712175,0.210888611,0,0.205750225,0,0,0.222222222,0.285714286,0.061241824,0.070705933
142,Dave Bing,0,0,0,0.32505176,0,0,0.336382829,0,0.30013459,0.076370171,0,0,0.333333333,0.142857143,0.064665341,0.07001745
134,Jeff Hornacek,0,0,0.235154394,0,0,0.247887324,0,0,0.153432032,0.079964061,0.253254438,0.214710189,0,0,0.068711715,0.069871208
154,Detlef Schrempf,0,0,0.255740301,0,0,0.330985915,0,0,0,0.039532794,0.123076923,0.130910344,0.111111111,0,0.060381459,0.069780204
159,Paul Westphal,0,0,0.244655582,0,0,0,0,0,0.080753701,0.238095238,0.240236686,0.066316424,0.222222222,0.214285714,0.058410352,0.068857214
141,Jim Pollard,0.25,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.214285714,0.06474881,0.068625
178,Shawn Kemp,0,0,0.178147268,0,0,0.211267606,0,0.093867334,0,0.206648697,0,0.019722677,0.277777778,0.142857143,0.050849763,0.06750773
127,Maurice Cheeks,0,0,0.145684877,0,0,0.281690141,0.004222379,0,0.397039031,0,0.240236686,0.215140815,0.166666667,0,0.071873102,0.066935295
143,Terrell Brandon,0,0,0.1797308,0,0,0,0,0,0.31359354,0.261455526,0.331360947,0.113168547,0.055555556,0,0.064442574,0.06655004
167,Isaiah Thomas,0,0,0.150435471,0.171152519,0,0,0,0,0.160161507,0.272237197,0.179881657,0,0.055555556,0,0.05596488,0.066374621
130,Grant Hill,0,0,0.108471892,0.07384403,0,0.176056338,0.161857847,0,0.051144011,0.202156334,0.261538462,0.228317974,0.333333333,0.285714286,0.070519518,0.065921786
181,Kiki Vandeweghe,0,0,0.187648456,0.282953761,0,0,0,0,0,0.142857143,0.010650888,0.005253639,0.055555556,0,0.049510207,0.065581012
173,Paul Millsap,0,0,0.225653207,0,0,0.123943662,0,0.026908636,0,0.194968553,0.150295858,0.103694772,0.166666667,0,0.054402721,0.064708761
175,Joakim Noah,0,0,0.27949327,0,0,0,0,0.134543179,0,0.075471698,0.202366864,0.032210835,0.055555556,0,0.052891071,0.064683808
149,Ron Harper\harpero01,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060925,0.064575
150,Larry Siegfried\siegfla01,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060925,0.064575
151,Michael Cooper\coopemi01,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060925,0.064575
152,Steve Kerr\kerrst01,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060925,0.064575
153,Derek Fisher\fishede01,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060925,0.064575
164,Buck Williams,0,0,0.091844814,0,0,0.571830986,0.063335679,0.190863579,0,0,0,0.039445354,0.111111111,0,0.05630725,0.063475753
155,Hal Greer,0,0,0,0.249137336,0,0.311267606,0.27234342,0,0.039030956,0,0,0,0.5,0.428571429,0.059846629,0.06342156
162,Horace Grant,0,0,0.1797308,0,0,0.371830986,0.109781844,0.075093867,0,0,0.073372781,0.13711136,0,0,0.057496018,0.063213737
170,Bill Laimbeer,0,0,0.197941409,0,0,0.235211268,0.014074595,0.17709637,0,0,0.076923077,0.104556024,0.166666667,0,0.055161192,0.062928552
145,Steve Francis,0,0,0,0.173222912,0,0,0.420126671,0,0.30551817,0.141060198,0.164497041,0.047713375,0.111111111,0,0.063952056,0.062254849
185,Roger Brown,0,0,0.172604909,0.118702553,0,0,0.27234342,0,0.009421265,0.038634322,0,0,0.166666667,0.142857143,0.048438124,0.062145866
169,Sam Cassell,0,0,0.131433096,0.008281573,0,0.129577465,0,0,0.298788694,0.242587601,0.125443787,0.100680389,0,0,0.055258237,0.062128949
158,Geoff Petrie,0,0,0,0.427191166,0,0,0.42575651,0,0.114401077,0,0,0,0.055555556,0,0.058561982,0.062080487
160,Lenny Wilkens,0,0,0,0.060041408,0,0.247887324,0.263898663,0,0.395693136,0,0,0,0.444444444,0,0.058389738,0.061859243
147,Deron Williams,0,0,0.034837688,0.04899931,0,0,0.18085855,0,0.580080754,0.132075472,0.131360947,0.095857377,0.111111111,0.071428571,0.061594102,0.061019911
139,Chris Mullin,0,0,0.116389549,0.175293306,0,0.11971831,0.072484166,0,0,0.179694519,0.278106509,0.210403927,0.222222222,0.214285714,0.065527752,0.060722006
196,Larry Jones,0,0,0.148060174,0.237405107,0,0,0,0,0,0.187780773,0,0,0.166666667,0.142857143,0.045129182,0.060115935
140,Kemba Walker,0,0,0,0.298136646,0,0,0.161857847,0,0.224764468,0.23539982,0.255621302,0.08965636,0.166666667,0,0.065060032,0.060098165
138,Mark Jackson,0,0,0,0,0,0.556338028,0,0,0.566621803,0,0.121893491,0.175609336,0,0,0.067627825,0.060078351
