,Player,No. of Championships,mvp_count,WS/48,PPG,fmvp_count,MPG,RPG,APG,PER,BPM,VORP,No. of All Star Selections,All_NBA,SPG,BPG,Usg%,PTS,fmvp_pct,midpoint,scaled_cs,scaled_reg_mvp,scaled_per,scaled_ws,scaled_all_star,scaled_ppg,scaled_mpg,scaled_rpg,scaled_apg,scaled_fin_mvp,scaled_anba,scaled_pts,GOAT_SCORE
138,Dick Garmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1958.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.5948809523809524
139,Don Kojis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1969.5,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28285714285714286
140,Max Zaslofsky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1951.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2580952380952381
141,Bill Bradley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142857142857143
142,Austin Carr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142857142857143
143,Jon McGlocklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142857142857143
144,Eddie Miles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142857142857143
145,Flynn Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142857142857143
146,Adrian Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142857142857143
147,Don Chaney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,1974.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Fred Carter,,,,,,,,,,,,,,,,,,0.0,1973.5,,,,,,,,,,,,,
149,Mike Bantom,,,,,,,,,,,,,,,,,,0.0,1978.0,,,,,,,,,,,,,
150,John Shumate,,,,,,,,,,,,,,,,,,0.0,1978.5,,,,,,,,,,,,,
151,Kevin Loughery,,,,,,,,,,,,,,,,,,0.0,1968.0,,,,,,,,,,,,,
152,Ron Behagen,,,,,,,,,,,,,,,,,,0.0,1977.0,,,,,,,,,,,,,
153,Ernie DiGregorio,,,,,,,,,,,,,,,,,,0.0,1976.0,,,,,,,,,,,,,
154,Bucky Bockhorn,,,,,,,,,,,,,,,,,,0.0,1962.0,,,,,,,,,,,,,
155,Al Attles,,,,,,,,,,,,,,,,,,0.0,1966.0,,,,,,,,,,,,,
156,Wali Jones,,,,,,,,,,,,,,,,,,0.0,1970.5,,,,,,,,,,,,,
157,Clem Haskins,,,,,,,,,,,,,,,,,,0.0,1972.0,,,,,,,,,,,,,
