,APG,All_NBA,BPG,BPM,GOAT_SCORE,MPG,No. of All Star Selections,No. of Championships,PER,PPG,PTS,Player,RPG,SPG,Usg%,VORP,WS/48,fmvp_count,fmvp_pct,midpoint,mvp_count,scaled_all_star,scaled_anba,scaled_apg,scaled_bpg,scaled_bpm,scaled_cs,scaled_fin_mvp,scaled_fmvp_pct,scaled_mpg,scaled_per,scaled_ppg,scaled_pts,scaled_reg_mvp,scaled_rpg,scaled_spg,scaled_usg,scaled_vorp,scaled_ws
169,0.0,1.0,0.0,3.14,16.714833369412705,34.36,3.0,0.0,0.0,0.0,14155.0,Eddie Jones,0.0,1.7,0.0,42.32,0.1473,0.0,0.0,2001.5,0.0,0.15789473684210525,0.06666666666666667,0.0,0.0,0.3405639913232104,0.0,0.0,0.0,0.835603112840467,0.0,0.0,0.36874462708729516,0.0,0.0,0.6273062730627306,0.0,0.3176223356349444,0.5880239520958083
170,0.0,0.0,0.94,1.92,16.62204234623449,0.0,1.0,0.0,20.44,16.04,0.0,Nikola Vučević,10.23,0.0,24.53,17.7,0.1268,0.0,0.0,3000.0,0.0,0.05263157894736842,0.0,0.0,0.2685714285714285,0.20824295010845983,0.0,0.0,0.0,0.0,0.7323539949838769,0.5325365205843293,0.0,0.0,0.7391618497109828,0.0,0.7375225496091402,0.13284299009306513,0.5061876247504989
171,0.0,0.0,2.4,2.33,16.565694847988745,0.0,0.0,0.0,17.81,0.0,0.0,Marcus Camby,9.78,0.0,0.0,31.35,0.1366,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.6857142857142856,0.2527114967462039,0.0,0.0,0.0,0.0,0.6381225367251881,0.0,0.0,0.0,0.7066473988439307,0.0,0.0,0.23528970279195435,0.5453093812375249
172,0.0,1.0,0.0,2.24,16.517205110379628,31.96,1.0,0.0,19.48,19.03,0.0,Michael Redd,0.0,0.0,26.47,21.41,0.1335,0.0,0.0,2006.5,0.0,0.05263157894736842,0.06666666666666667,0.0,0.0,0.24295010845986983,0.0,0.0,0.0,0.7772373540856031,0.697957721246865,0.6318061088977424,0.0,0.0,0.0,0.0,0.7958508719182201,0.1606874812368658,0.5329341317365269
173,7.22,1.0,0.0,2.58,16.51550078387952,34.24,2.0,0.0,17.82,16.1,13447.0,Baron Davis,0.0,1.83,24.57,33.06,0.0,0.0,0.0,2006.0,0.0,0.10526315789473684,0.06666666666666667,0.645218945487042,0.0,0.2798264642082429,0.0,0.0,0.0,0.8326848249027238,0.638480831243282,0.5345285524568393,0.35030088311147,0.0,0.0,0.6752767527675277,0.738725195429946,0.2481236865806064,0.0
174,7.65,2.0,0.0,1.82,16.433704537071282,37.7,2.0,0.0,18.74,19.26,16297.0,Stephon Marbury,0.0,1.21,25.43,30.69,0.0,0.0,0.0,2003.0,0.0,0.10526315789473684,0.13333333333333333,0.6836461126005362,0.0,0.19739696312364424,0.0,0.0,0.0,0.9168287937743191,0.6714439269079183,0.6394422310756972,0.42454476775991873,0.0,0.0,0.44649446494464945,0.7645820805772701,0.2303362353647553,0.0
175,0.0,5.0,0.0,3.67,16.307704787968987,0.0,5.0,0.0,18.69,0.0,0.0,Sidney Moncrief,0.0,1.2,0.0,33.15,0.1873,0.0,0.0,1985.5,0.0,0.2631578947368421,0.3333333333333333,0.0,0.0,0.3980477223427331,0.0,0.0,0.0,0.0,0.669652454317449,0.0,0.0,0.0,0.0,0.44280442804428044,0.0,0.2487991594115881,0.7477045908183632
176,0.0,5.0,0.0,1.38,16.191083298459283,35.15,6.0,1.0,17.59,21.0,20497.0,Mitch Richmond,0.0,1.24,26.02,29.25,0.0,0.0,0.0,1995.5,0.0,0.3157894736842105,0.3333333333333333,0.0,0.0,0.1496746203904555,0.14285714285714285,0.0,0.0,0.8548151750972762,0.630240057327123,0.697211155378486,0.5339568082944747,0.0,0.0,0.4575645756457565,0.7823211064341552,0.2195286700690483,0.0
177,4.96,2.0,1.06,2.77,16.1834925270842,0.0,3.0,3.0,0.0,0.0,0.0,Draymond Green,0.0,1.37,0.0,19.48,0.1315,0.0,0.0,3000.0,0.0,0.15789473684210525,0.13333333333333333,0.44325290437890974,0.3028571428571429,0.3004338394793926,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055350553505535,0.0,0.1462023416391474,0.5249500998003992
178,0.0,2.0,0.0,1.47,16.167098351873747,0.0,6.0,0.0,19.07,18.9,19521.0,Walter Davis,0.0,1.24,27.39,25.32,0.128,0.0,0.0,1985.0,0.0,0.3157894736842105,0.13333333333333333,0.0,0.0,0.15943600867678956,0.0,0.0,0.0,0.0,0.6832676460050162,0.6274900398406373,0.5085315341131112,0.0,0.0,0.4575645756457565,0.8235117257967529,0.1900330231161813,0.5109780439121756
179,0.0,1.0,1.31,2.48,16.102041389563873,0.0,2.0,0.0,17.62,0.0,0.0,Joakim Noah,9.06,0.0,0.0,20.87,0.1595,0.0,0.0,3000.0,0.0,0.10526315789473684,0.06666666666666667,0.0,0.3742857142857143,0.26898047722342733,0.0,0.0,0.0,0.0,0.6313149408814046,0.0,0.0,0.0,0.6546242774566475,0.0,0.0,0.15663464425097567,0.6367265469061876
180,4.24,5.0,0.0,0.0,16.064443845491407,35.88,7.0,5.0,0.0,0.0,0.0,Slater Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0,0.0,0.5,0.41666666666666663,0.4458464773922187,,,0.4545454545454546,0.0,,0.7834061135371181,0.0,0.0,0.0,0.0,0.0,,,,0.0
181,0.0,0.0,0.0,2.11,16.050249501956824,0.0,1.0,1.0,17.75,0.0,14018.0,Fred Brown,0.0,1.35,0.0,22.59,0.1242,0.0,0.0,1978.0,0.0,0.07142857142857142,0.0,0.0,,,0.09090909090909091,0.0,,0.0,0.6792958285495599,0.0,0.44616314968649545,0.0,0.0,,,,0.5008064516129033
182,6.7,0.0,0.0,0.0,16.040943193187363,35.34,9.0,0.0,0.0,16.5,17772.0,Lenny Wilkens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.0,0.0,0.6428571428571428,0.0,0.7045215562565721,,,0.0,0.0,,0.7716157205240176,0.0,0.5487196541403392,0.565644991883892,0.0,0.0,,,,0.0
183,0.0,2.0,0.0,2.96,15.968159277149322,0.0,8.0,0.0,18.63,16.7,25728.0,Vince Carter,0.0,0.0,26.31,57.91,0.1297,0.0,0.0,2009.5,0.0,0.42105263157894735,0.13333333333333333,0.0,0.0,0.32104121475054226,0.0,0.0,0.0,0.0,0.6675026872088857,0.5544488711819389,0.67022689973168,0.0,0.0,0.0,0.791040288634997,0.43462924046832774,0.5177644710578843
184,0.0,1.0,0.0,1.39,15.90918063975287,36.33,2.0,0.0,0.0,16.2,0.0,Larry Johnson,7.5,0.0,0.0,21.92,0.1303,0.0,0.0,1996.5,0.0,0.10526315789473684,0.06666666666666667,0.0,0.0,0.15075921908893708,0.0,0.0,0.0,0.8835116731517509,0.0,0.5378486055776892,0.0,0.0,0.541907514450867,0.0,0.0,0.16451516061242868,0.5201596806387225
185,5.43,1.0,0.0,2.93,15.87763582153103,33.89,4.0,0.0,19.4,19.95,13069.0,Kemba Walker,0.0,1.29,27.32,27.54,0.0,0.0,0.0,3000.0,0.0,0.21052631578947367,0.06666666666666667,0.48525469168900803,0.0,0.3177874186550976,0.0,0.0,0.0,0.8241731517509728,0.6950913651021139,0.6623505976095617,0.34045379946335996,0.0,0.0,0.47601476014760147,0.8214070956103428,0.20669468628039625,0.0
186,4.89,2.0,0.0,0.0,15.869369228961192,35.77,7.0,1.0,0.0,17.2,14399.0,Jo Jo White,0.0,1.27,0.0,0.0,0.0,1.0,1.0,1975.5,0.0,0.5,0.16666666666666666,0.5141955835962144,,,0.09090909090909091,0.5,,0.7810043668122272,0.0,0.5719986697705354,0.45828957000541076,0.0,0.0,,,,0.0
187,5.0,2.0,0.0,0.0,15.825596610739446,32.69,5.0,3.0,0.0,0.0,15535.0,Dennis Johnson,0.0,1.34,0.0,24.34,0.0,1.0,0.3333333333333333,1983.5,0.0,0.2631578947368421,0.13333333333333333,0.44682752457551383,0.0,0.0,0.42857142857142855,0.16666666666666666,0.3333333333333333,0.7949902723735408,0.0,0.0,0.4046942975486493,0.0,0.0,0.4944649446494465,0.0,0.1826778745121585,0.0
188,0.0,1.0,0.84,0.0,15.688779494431774,32.49,3.0,0.0,0.0,0.0,16784.0,Buck Williams,9.96,0.0,0.0,21.71,0.1358,0.0,0.0,1990.0,0.0,0.15789473684210525,0.06666666666666667,0.0,0.24,0.0,0.0,0.0,0.0,0.790126459143969,0.0,0.0,0.4372313543647589,0.0,0.7196531791907516,0.0,0.0,0.16293905734013808,0.5421157684630739
189,0.0,0.0,0.82,1.75,15.567066096654905,0.0,2.0,2.0,18.61,0.0,14034.0,David West,0.0,0.0,23.07,27.6,0.1414,0.0,0.0,2011.0,0.0,0.10526315789473684,0.0,0.0,0.23428571428571426,0.1898047722342733,0.2857142857142857,0.0,0.0,0.0,0.666786098172698,0.0,0.3655925183004663,0.0,0.0,0.0,0.6936259771497294,0.20714500150105072,0.5644710578842315
190,0.0,2.0,0.0,0.0,15.484886603378422,31.99,4.0,0.0,17.97,0.0,0.0,Red Robbins,10.5,0.0,0.0,0.0,0.1292,0.0,0.0,3000.0,0.0,0.21052631578947367,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7779669260700389,0.64385524901469,0.0,0.0,0.0,0.758670520231214,0.0,0.0,0.0,0.5157684630738523
191,4.05,7.0,0.0,0.0,15.411674509280124,35.46,10.0,0.0,0.0,19.24,21586.0,Hal Greer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,0.0,0.7142857142857142,0.5833333333333333,0.4258675078864353,,,0.0,0.0,,0.7742358078602621,0.0,0.63984037246425,0.6870365065724562,0.0,0.0,,,,0.0
192,0.0,0.0,1.8,1.4,15.261325717303983,0.0,1.0,0.0,19.53,16.82,13084.0,Brook Lopez,0.0,0.0,24.36,20.41,0.1305,0.0,0.0,3000.0,0.0,0.05263157894736842,0.0,0.0,0.5142857142857142,0.15184381778741862,0.0,0.0,0.0,0.0,0.6997491938373344,0.5584329349269588,0.3408445567509834,0.0,0.0,0.0,0.7324113048707156,0.15318222755929148,0.5209580838323353
193,6.03,0.0,0.0,2.16,15.125724471961805,37.56,3.0,0.0,18.35,18.14,0.0,Steve Francis,0.0,1.47,25.0,22.67,0.0,0.0,0.0,2004.0,0.0,0.15789473684210525,0.0,0.5388739946380697,0.0,0.23427331887201736,0.0,0.0,0.0,0.9134241245136188,0.6574704407022574,0.602257636122178,0.0,0.0,0.0,0.5424354243542435,0.751653638003608,0.1701441008706094,0.0
194,4.53,3.0,0.0,0.85,15.053692014090082,34.52,6.0,2.0,0.0,16.11,16401.0,Joe Dumars,0.0,0.0,0.0,25.35,0.0,1.0,0.5,1992.5,0.0,0.3157894736842105,0.2,0.40482573726541554,0.0,0.09219088937093274,0.2857142857142857,0.16666666666666666,0.5,0.8394941634241246,0.0,0.5348605577689243,0.42725401828744103,0.0,0.0,0.0,0.0,0.19025818072650855,0.0
195,4.9,2.0,0.0,0.0,15.035713233162715,35.6,5.0,0.0,0.0,20.69,14837.0,Charlie Scott,0.0,0.0,24.75,0.0,0.0,0.0,0.0,1976.0,0.0,0.3571428571428571,0.16666666666666666,0.5152471083070452,,,0.0,0.0,,0.7772925764192141,0.0,0.6880611905553707,0.47223017919093546,0.0,0.0,,,,0.0
196,4.95,1.0,0.0,2.29,15.017376210003672,0.0,2.0,0.0,19.81,18.11,0.0,Isaiah Thomas,0.0,0.0,27.24,0.0,0.1432,0.0,0.0,3000.0,0.0,0.10526315789473684,0.06666666666666667,0.44235924932975873,0.0,0.24837310195227763,0.0,0.0,0.0,0.0,0.7097814403439627,0.6012616201859229,0.0,0.0,0.0,0.0,0.8190018039687312,0.0,0.5716566866267464
197,0.0,2.0,0.0,0.0,15.001175311281918,0.0,2.0,0.0,18.29,16.45,19460.0,Terry Cummings,7.29,0.0,25.64,22.48,0.129,0.0,0.0,1991.5,0.0,0.10526315789473684,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6553206735936941,0.546148738379814,0.506942454476776,0.0,0.5267341040462428,0.0,0.7708959711365003,0.1687181026718703,0.5149700598802395
198,0.0,0.0,0.0,0.0,15.000921798974415,31.68,1.0,1.0,0.0,0.0,17600.0,Otis Thorpe,8.25,0.0,0.0,19.07,0.1282,0.0,0.0,1993.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.7704280155642024,0.0,0.0,0.4584885508114726,0.0,0.5960982658959538,0.0,0.0,0.14312518763134194,0.5117764471057884
199,0.0,0.0,0.0,2.04,14.993906561193699,32.59,1.0,0.0,0.0,0.0,14470.0,Hersey Hawkins,0.0,1.65,0.0,32.57,0.1358,0.0,0.0,1995.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.2212581344902386,0.0,0.0,0.0,0.7925583657587549,0.0,0.0,0.3769505301273869,0.0,0.0,0.6088560885608856,0.0,0.244446112278595,0.5421157684630739
200,0.0,0.0,0.0,2.84,14.6867977094994,0.0,0.0,3.0,17.35,0.0,0.0,Toni Kukoč,0.0,0.0,21.86,27.19,0.1289,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.3080260303687635,0.42857142857142855,0.0,0.0,0.0,0.62164098889287,0.0,0.0,0.0,0.0,0.0,0.6572459410703548,0.20406784749324527,0.5145708582834331
201,0.0,0.0,2.08,0.0,14.681389586552132,0.0,0.0,1.0,17.24,0.0,0.0,Serge Ibaka,7.35,0.0,0.0,0.0,0.1415,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.5942857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,0.6176997491938373,0.0,0.0,0.0,0.5310693641618497,0.0,0.0,0.0,0.5648702594810379
202,0.0,1.0,1.43,1.23,14.577649264575571,0.0,3.0,0.0,17.95,0.0,0.0,Dan Roundfield,9.23,0.0,0.0,19.7,0.1318,0.0,0.0,1982.0,0.0,0.15789473684210525,0.06666666666666667,0.0,0.40857142857142853,0.1334056399132321,0.0,0.0,0.0,0.0,0.6431386599785024,0.0,0.0,0.0,0.6669075144508672,0.0,0.0,0.14785349744821372,0.5261477045908184
203,0.0,1.0,0.0,1.14,14.502402059637486,0.0,2.0,1.0,19.13,0.0,0.0,David Lee,8.83,0.0,0.0,19.18,0.1503,0.0,0.0,2011.5,0.0,0.10526315789473684,0.06666666666666667,0.0,0.0,0.12364425162689803,0.14285714285714285,0.0,0.0,0.0,0.6854174131135794,0.0,0.0,0.0,0.6380057803468209,0.0,0.0,0.1439507655358751,0.6
204,0.0,2.0,1.35,1.41,14.500650113947286,33.17,1.0,0.0,18.01,16.5,12884.0,Derrick Coleman,9.26,0.0,23.81,22.31,0.0,0.0,0.0,1998.0,0.0,0.05263157894736842,0.13333333333333333,0.0,0.38571428571428573,0.1529284164859002,0.0,0.0,0.0,0.8066634241245136,0.6452884270870657,0.547808764940239,0.3356344595826712,0.0,0.6690751445086706,0.0,0.7158749248346362,0.16744220954668265,0.0
205,7.01,0.0,0.0,2.52,14.355008519300904,33.43,4.0,0.0,16.95,0.0,0.0,Micheal Ray Richardson,0.0,2.63,21.84,21.19,0.0,0.0,0.0,1982.5,0.0,0.21052631578947367,0.0,0.6264521894548704,0.0,0.27331887201735355,0.0,0.0,0.0,0.8129863813229572,0.607309208169115,0.0,0.0,0.0,0.0,0.9704797047970479,0.6566446181599519,0.15903632542779944,0.0
206,6.72,0.0,0.0,3.01,14.305443034013935,34.9,1.0,0.0,16.79,0.0,0.0,Mookie Blaylock,0.0,2.33,0.0,39.21,0.0,0.0,0.0,1996.0,0.0,0.05263157894736842,0.0,0.6005361930294906,0.0,0.32646420824295,0.0,0.0,0.0,0.8487354085603113,0.601576495879613,0.0,0.0,0.0,0.0,0.8597785977859779,0.0,0.29428099669768837,0.0
207,0.0,0.0,0.0,0.0,14.223623688348724,35.31,3.0,1.0,0.0,17.52,15647.0,Antoine Walker,7.72,1.22,26.49,17.99,0.0,0.0,0.0,2002.5,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8587062256809339,0.0,0.5816733067729083,0.4076119519629041,0.0,0.5578034682080925,0.45018450184501846,0.796452194828623,0.13501951365956166,0.0
208,5.59,1.0,0.0,1.34,14.218967425051982,32.55,3.0,0.0,18.27,18.77,0.0,Derrick Rose,0.0,0.0,28.03,0.0,0.0,0.0,0.0,3000.0,1.0,0.15789473684210525,0.06666666666666667,0.49955317247542447,0.0,0.14533622559652928,0.0,0.0,0.0,0.7915856031128404,0.6546040845575063,0.6231739707835325,0.0,0.16666666666666666,0.0,0.0,0.8427540589296453,0.0,0.0
209,0.0,0.0,1.92,1.72,14.176550268679286,32.44,0.0,0.0,17.44,0.0,12996.0,Josh Smith,7.44,1.21,23.72,27.15,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.5485714285714285,0.18655097613882862,0.0,0.0,0.0,0.7889105058365758,0.624865639555715,0.0,0.33855211399692603,0.0,0.5375722543352602,0.44649446494464945,0.7131689717378232,0.20376763734614226,0.0
210,0.0,0.0,0.0,0.0,14.153047969170093,36.84,2.0,1.0,17.5,20.69,14234.0,Glenn Robinson,0.0,1.2,28.14,0.0,0.0,0.0,0.0,2000.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8959143968871597,0.6270154066642781,0.6869189907038513,0.37080261546877846,0.0,0.0,0.44280442804428044,0.8460613349368612,0.0,0.0
211,0.0,0.0,0.0,0.86,14.148215200130243,0.0,2.0,0.0,18.37,19.73,15980.0,Kiki Vandeweghe,0.0,0.0,23.56,17.74,0.1479,0.0,0.0,1987.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.09327548806941431,0.0,0.0,0.0,0.0,0.6581870297384451,0.6550464807436919,0.4162867637481439,0.0,0.0,0.0,0.7083583884546001,0.1331432002401681,0.5904191616766467
212,0.0,1.0,0.0,0.0,14.120626605665306,35.66,8.0,0.0,0.0,16.06,14053.0,Dave DeBusschere,10.99,0.0,0.0,0.0,0.0,0.0,0.0,1968.5,0.0,0.5714285714285714,0.08333333333333333,0.0,,,0.0,0.0,,0.7786026200873363,0.0,0.5340871300299301,0.44727712530634334,0.0,0.48012232415902145,,,,0.0
213,0.0,1.0,0.0,1.01,13.885574050966564,34.7,1.0,0.0,0.0,0.0,0.0,Anthony Mason,8.25,0.0,0.0,23.18,0.1385,0.0,0.0,1996.5,0.0,0.05263157894736842,0.06666666666666667,0.0,0.0,0.10954446854663773,0.0,0.0,0.0,0.8438715953307394,0.0,0.0,0.0,0.0,0.5960982658959538,0.0,0.0,0.1739717802461723,0.5528942115768464
214,4.61,0.0,0.0,0.0,13.87845661417921,37.64,2.0,0.0,0.0,21.82,0.0,Geoff Petrie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973.5,0.0,0.14285714285714285,0.0,0.4847528916929548,,,0.0,0.0,,0.8218340611353713,0.0,0.7256401729298304,0.0,0.0,0.0,,,,0.0
215,0.0,0.0,0.0,0.0,13.837267890837616,32.59,5.0,0.0,17.05,17.23,12954.0,Larry Kenon,8.91,1.27,22.72,0.0,0.0,0.0,0.0,1980.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7925583657587549,0.6108921533500539,0.5720451527224435,0.33745799359158046,0.0,0.6437861271676301,0.46863468634686345,0.6831028262176789,0.0,0.0
216,6.24,1.0,0.0,3.33,13.810114166686427,31.67,2.0,0.0,17.82,0.0,0.0,Fat Lever,0.0,2.22,0.0,32.08,0.0,0.0,0.0,1988.5,0.0,0.10526315789473684,0.06666666666666667,0.5576407506702413,0.0,0.36117136659436005,0.0,0.0,0.0,0.7701848249027238,0.638480831243282,0.0,0.0,0.0,0.0,0.8191881918819189,0.0,0.24076853797658357,0.0
217,5.66,0.0,0.0,3.13,13.808153977730782,0.0,1.0,0.0,0.0,0.0,0.0,Doc Rivers,0.0,1.81,0.0,30.53,0.1389,0.0,0.0,1990.0,0.0,0.05263157894736842,0.0,0.5058087578194816,0.0,0.3394793926247288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6678966789667897,0.0,0.22913539477634343,0.5544910179640719
218,5.04,1.0,0.0,2.55,13.79635869156846,31.67,4.0,0.0,17.02,0.0,0.0,Alvin Robertson,0.0,2.71,0.0,28.28,0.0,0.0,0.0,1990.5,0.0,0.21052631578947367,0.06666666666666667,0.450402144772118,0.0,0.27657266811279824,0.0,0.0,0.0,0.7701848249027238,0.6098172697957721,0.0,0.0,0.0,0.0,1.0,0.0,0.21224857400180125,0.0
219,0.0,0.0,0.0,1.91,13.753879617877027,31.97,2.0,1.0,0.0,0.0,15579.0,Rashard Lewis,0.0,0.0,0.0,33.11,0.13,0.0,0.0,2006.5,0.0,0.10526315789473684,0.0,0.0,0.0,0.20715835140997826,0.14285714285714285,0.0,0.0,0.7774805447470817,0.0,0.0,0.40584051892567796,0.0,0.0,0.0,0.0,0.2484989492644851,0.5189620758483033
220,0.0,0.0,1.27,0.9,13.705258952703364,0.0,0.0,0.0,18.95,0.0,0.0,Derrick Favors,7.37,0.0,0.0,0.0,0.1473,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.3628571428571428,0.09761388286334055,0.0,0.0,0.0,0.0,0.6789681117878896,0.0,0.0,0.0,0.5325144508670521,0.0,0.0,0.0,0.5880239520958083
221,0.0,0.0,0.77,1.01,13.695899022761179,34.8,1.0,0.0,19.02,18.11,15028.0,Shareef Abdur-Rahim,7.52,0.0,24.98,21.91,0.0,0.0,0.0,2002.5,0.0,0.05263157894736842,0.0,0.0,0.22,0.10954446854663773,0.0,0.0,0.0,0.8463035019455253,0.6814761734145468,0.6012616201859229,0.3914867012269779,0.0,0.5433526011560694,0.0,0.7510523150932051,0.16444010807565293,0.0
222,6.41,0.0,0.0,1.23,13.689541455767612,33.25,1.0,0.0,16.91,15.88,0.0,Jrue Holiday,0.0,1.49,23.64,19.16,0.0,0.0,0.0,3000.0,0.0,0.05263157894736842,0.0,0.5728328865058088,0.0,0.1334056399132321,0.0,0.0,0.0,0.8086089494163424,0.6058760300967396,0.5272244355909694,0.0,0.0,0.0,0.5498154981549815,0.7107636800962117,0.14380066046232362,0.0
223,0.0,6.0,0.0,1.56,13.667699931267535,35.68,10.0,0.0,19.94,23.62,26314.0,Carmelo Anthony,0.0,0.0,30.42,35.69,0.0,0.0,0.0,2012.0,0.0,0.5263157894736842,0.4,0.0,0.0,0.16919739696312364,0.0,0.0,0.0,0.867704280155642,0.7144392690791832,0.7841965471447543,0.6854924844348347,0.0,0.0,0.0,0.9146121467227902,0.26786250375262677,0.0
224,0.0,0.0,1.57,0.0,13.416599253615273,0.0,2.0,0.0,18.49,0.0,0.0,Zydrunas Ilgauskas,7.34,0.0,23.33,0.0,0.1386,0.0,0.0,2004.5,0.0,0.10526315789473684,0.0,0.0,0.44857142857142857,0.0,0.0,0.0,0.0,0.0,0.6624865639555715,0.0,0.0,0.0,0.5303468208092486,0.0,0.7014431749849669,0.0,0.5532934131736527
225,0.0,0.0,0.0,2.22,13.40327791589982,33.39,0.0,0.0,0.0,0.0,0.0,Kerry Kittles,0.0,1.6,0.0,18.03,0.1272,0.0,0.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.24078091106290672,0.0,0.0,0.0,0.8120136186770428,0.0,0.0,0.0,0.0,0.0,0.5904059040590406,0.0,0.13531972380666465,0.5077844311377245
226,4.79,4.0,0.0,0.0,13.384187628581657,0.0,5.0,0.0,17.44,16.12,0.0,Mack Calvin,0.0,0.0,23.3,0.0,0.1342,0.0,0.0,3000.0,0.0,0.2631578947368421,0.26666666666666666,0.4280607685433423,0.0,0.0,0.0,0.0,0.0,0.0,0.624865639555715,0.5351925630810093,0.0,0.0,0.0,0.0,0.7005411906193627,0.0,0.5357285429141717
227,3.84,2.0,0.0,0.78,13.308679033373327,0.0,2.0,0.0,16.96,16.11,0.0,James Silas,0.0,0.0,0.0,0.0,0.142,0.0,0.0,3000.0,0.0,0.10526315789473684,0.13333333333333333,0.34316353887399464,0.0,0.08459869848156182,0.0,0.0,0.0,0.0,0.6076675026872089,0.5348605577689243,0.0,0.0,0.0,0.0,0.0,0.0,0.5668662674650697
228,0.0,2.0,0.0,0.0,13.297190204577358,33.07,5.0,3.0,0.0,19.5,0.0,Klay Thompson,0.0,0.0,24.73,0.0,0.0,0.0,0.0,3000.0,0.0,0.2631578947368421,0.13333333333333333,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.8042315175097277,0.0,0.647410358565737,0.0,0.0,0.0,0.0,0.743535778713169,0.0,0.0
229,0.0,0.0,0.0,1.76,13.21776523806343,0.0,2.0,0.0,17.55,0.0,0.0,Brad Miller,7.14,0.0,0.0,23.22,0.1497,0.0,0.0,3000.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.19088937093275485,0.0,0.0,0.0,0.0,0.6288068792547474,0.0,0.0,0.0,0.5158959537572254,0.0,0.0,0.17427199039327526,0.5976047904191616
230,0.0,2.0,2.21,0.0,13.147602948076084,0.0,2.0,2.0,0.0,0.0,0.0,Bill Walton,10.52,0.0,0.0,21.3,0.0,1.0,0.5,1981.0,1.0,0.10526315789473684,0.13333333333333333,0.0,0.6314285714285713,0.0,0.2857142857142857,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.7601156069364162,0.0,0.0,0.15986190333233263,0.0
231,4.6,1.0,0.0,0.0,13.07887194619395,32.22,2.0,0.0,0.0,16.66,16262.0,Randy Smith,0.0,1.72,0.0,0.0,0.0,0.0,0.0,1977.5,0.0,0.14285714285714285,0.08333333333333333,0.483701366982124,,,0.0,0.0,,0.7034934497816594,0.0,0.5540405719986697,0.5175849008561698,0.0,0.0,,,,0.0
232,0.0,0.0,0.0,1.88,13.043072473354789,31.63,3.0,0.0,0.0,0.0,0.0,Dan Majerle,0.0,1.25,0.0,29.62,0.1248,0.0,0.0,1995.5,0.0,0.15789473684210525,0.0,0.0,0.0,0.20390455531453358,0.0,0.0,0.0,0.7692120622568093,0.0,0.0,0.0,0.0,0.0,0.46125461254612543,0.0,0.22230561392975082,0.4982035928143712
233,0.0,1.0,0.0,1.17,12.996951829315561,0.0,3.0,0.0,18.17,16.93,13901.0,Billy Knight,0.0,0.0,23.07,19.02,0.1291,0.0,0.0,1981.0,0.0,0.15789473684210525,0.06666666666666667,0.0,0.0,0.1268980477223427,0.0,0.0,0.0,0.0,0.6510211393765677,0.5620849933598937,0.3621278036835387,0.0,0.0,0.0,0.6936259771497294,0.14274992494746322,0.5153692614770459
234,0.0,0.0,0.82,1.79,12.913182317688193,0.0,1.0,0.0,16.93,16.82,0.0,Danny Granger,0.0,0.0,23.78,17.69,0.1258,0.0,0.0,2010.5,0.0,0.05263157894736842,0.0,0.0,0.23428571428571426,0.19414316702819956,0.0,0.0,0.0,0.0,0.6065926191329273,0.5584329349269588,0.0,0.0,0.0,0.0,0.7149729404690319,0.1327679375562894,0.5021956087824351
235,3.98,0.0,0.0,1.61,12.912375524231123,34.55,2.0,0.0,17.79,20.96,0.0,Bradley Beal,0.0,1.14,26.59,0.0,0.0,0.0,0.0,3000.0,0.0,0.10526315789473684,0.0,0.355674709562109,0.0,0.17462039045553143,0.0,0.0,0.0,0.8402237354085602,0.6374059476890004,0.695883134130146,0.0,0.0,0.0,0.4206642066420664,0.7994588093806374,0.0,0.0
